# ix,iz,iPt,ratio_corr
16,8,10,0
16,8,11,0
17,1,1,0.00170768
17,1,2,0.00394567
17,1,3,0.00547858
17,1,4,0.0044782
17,1,5,0.0015445
17,1,6,0
17,1,7,0
17,1,8,0
17,1,9,0
17,1,10,0
17,1,11,0
17,2,1,0.0362988
17,2,2,0.0466496
17,2,3,0.0529361
17,2,4,0.0558739
17,2,5,0.0541364
17,2,6,0.0381878
17,2,7,0.0216114
17,2,8,0.00699332
17,2,9,0
17,2,10,0
17,2,11,0
17,3,1,0.0668311
17,3,2,0.0708508
17,3,3,0.0770944
17,3,4,0.0805682
17,3,5,0.0910931
17,3,6,0.098726
17,3,7,0.102291
17,3,8,0.0981522
17,3,9,0.0772335
17,3,10,0.0458317
17,3,11,0.00718677
17,4,1,0.0920234
17,4,2,0.0855582
17,4,3,0.0871791
17,4,4,0.0923133
17,4,5,0.101302
17,4,6,0.112957
17,4,7,0.125203
17,4,8,0.133287
17,4,9,0.141513
17,4,10,0.149785
17,4,11,0.153005
17,5,1,0.113683
17,5,2,0.101502
17,5,3,0.0990525
17,5,4,0.0988522
17,5,5,0.106521
17,5,6,0.117249
17,5,7,0.127516
17,5,8,0.140329
17,5,9,0.141299
17,5,10,0.153149
17,5,11,0.159242
17,6,1,0.127175
17,6,2,0.113309
17,6,3,0.108695
17,6,4,0.104599
17,6,5,0.109814
17,6,6,0.113481
17,6,7,0.122897
17,6,8,0.132535
17,6,9,0.139236
17,6,10,0.12936
17,6,11,0
17,7,1,0.132554
17,7,2,0.110647
17,7,3,0.10356
17,7,4,0.102631
17,7,5,0.108398
17,7,6,0.107019
17,7,7,0.0974741
17,7,8,0.0896104
17,7,9,0.0139289
17,7,10,0
17,7,11,0
17,8,1,0.0441481
17,8,2,0.0143757
17,8,3,0
17,8,4,0
17,8,5,0
17,8,6,0
17,8,7,0
17,8,8,0
17,8,9,0
17,8,10,0
17,8,11,0
