xq2_bin,ybin,z_bin,pt2_bin,nphi,content,error
2,3,5,10,8,2425.1239924295064,62.932373295285075
2,3,5,11,8,1347.1482652734385,38.43970003217162
2,3,6,1,8,8373.234517987916,302.8817381702556
2,3,6,2,8,4491.209794843715,198.60715916580875
2,3,6,3,8,4557.978523704776,277.16204470696186
2,3,6,4,8,3334.8208492007298,126.64185367339019
2,3,6,5,8,6728.295340570179,193.7214009214814
2,3,6,6,8,4596.912129348979,97.48253347960637
2,3,6,7,8,3659.570675070323,79.72676299515797
2,3,6,8,8,3574.1559074417687,67.0493230711192
2,3,6,9,8,1961.3903193892945,47.04232557499881
2,3,6,10,8,1542.6140601750408,53.36951438836337
2,3,6,11,8,883.4645438198135,42.10017421278179
2,3,7,1,8,4751.162797481703,157.10551070470694
2,3,7,2,8,3018.987402181927,139.2367978920485
2,3,7,3,8,2423.620436906901,213.642598568645
2,3,7,4,8,1629.2783433063391,93.93191590326929
2,3,7,5,8,3271.417791290607,99.3336039647916
2,3,7,6,8,2297.2690516441317,62.45408511706955
2,3,7,7,8,2013.7059221162906,61.8157751233139
2,3,7,8,8,1674.275310841068,46.53831406039947
2,3,7,9,8,760.8341537616461,29.542889672168485
2,3,7,10,8,291.7742465024301,18.815166275419216
2,3,7,11,8,39.031822436507696,6.854051239867141
2,3,8,1,8,1749.3116102641711,91.8002542655301
2,3,8,2,8,428.1839362424155,20.758491674862725
2,3,8,3,8,372.08784958959984,21.2990421455582
2,3,8,4,8,309.68574562619824,20.472055648602964
2,3,8,5,8,730.0940607023898,82.59778847578693
2,3,8,6,8,281.30414030893866,36.18280117209278
2,3,8,7,8,33.44924509442895,5.690691119995791
2,3,8,8,8,0.0,0.0
2,3,8,9,8,0.0,0.0
2,3,8,10,8,0.0,0.0
2,3,8,11,8,0.0,0.0
3,4,1,1,8,920699.6000784156,65950.93387116608
3,4,1,2,8,639302.2176412594,44127.0967070469
3,4,1,3,8,293818.8755841547,15151.6890478757
3,4,1,4,8,108343.31816286092,6297.747897805464
3,4,1,5,8,107464.79473194754,10006.938699291364
3,4,1,6,8,0.0,0.0
3,4,1,7,8,0.0,0.0
3,4,1,8,8,0.0,0.0
3,4,1,9,8,0.0,0.0
3,4,1,10,8,0.0,0.0
3,4,1,11,8,0.0,0.0
3,4,2,1,8,121036.34193606793,4461.057537009916
3,4,2,2,8,95834.12524504286,3145.659501234447
3,4,2,3,8,68450.44914121152,1025.9834806453953
3,4,2,4,8,49894.47003721954,993.6242965024869
3,4,2,5,8,65157.20774731874,936.6662000738345
3,4,2,6,8,37439.02693916229,1023.0770721052389
3,4,2,7,8,14536.728772676895,520.8505729940472
3,4,2,8,8,6073.71940113956,498.621099714661
3,4,2,9,8,0.0,0.0
3,4,2,10,8,0.0,0.0
3,4,2,11,8,0.0,0.0
3,4,3,1,8,49261.948564879625,825.5321475663528
3,4,3,2,8,37260.80083825919,906.9523189617935
3,4,3,3,8,30701.923345651936,716.6062766198611
3,4,3,4,8,26059.89964285378,407.4569619704762
3,4,3,5,8,33916.79948661862,442.5485125519848
