xq2_bin,z_bin0,pt2_bin0,phi_content_sum,phi_error_sum,phi_bin_count,z_bin,pt2_bin,spec_content,spec_error,_merge,diff_phi_minus_spec,ratio_phi_over_spec
1,0,5,646.99092,27.680961277545983,8,0.0,5.0,1059.02,166.285,both,-412.02908,0.6109336178731279
1,0,6,0.0,0.0,8,0.0,6.0,0.0,0.0,both,0.0,
1,0,7,0.0,0.0,8,0.0,7.0,0.0,0.0,both,0.0,
1,0,8,0.0,0.0,8,0.0,8.0,0.0,0.0,both,0.0,
1,0,9,0.0,0.0,8,0.0,9.0,0.0,0.0,both,0.0,
1,0,10,0.0,0.0,8,0.0,10.0,0.0,0.0,both,0.0,
1,1,0,129194.23528000001,794.3976248554878,8,1.0,0.0,151524.0,15565.3,both,-22329.764719999992,0.8526321591299069
1,1,1,153177.08,623.5825063147298,8,1.0,1.0,145356.0,10257.1,both,7821.079999999987,1.0538063788216516
1,1,2,154370.46,514.5604667595053,8,1.0,2.0,150484.0,7659.53,both,3886.459999999992,1.025826400148853
1,1,3,126093.64,438.1567144045267,8,1.0,3.0,124963.0,5539.6,both,1130.6399999999994,1.009047798148252
1,1,4,164238.98,477.7923940808288,8,1.0,4.0,163138.0,6009.29,both,1100.9800000000105,1.0067487648493914
1,1,5,80010.40000000001,311.6494989315882,8,1.0,5.0,82113.3,3135.44,both,-2102.899999999994,0.9743902632094923
1,1,6,32453.98,191.54661134990096,8,1.0,6.0,33849.3,1054.78,both,-1395.3200000000033,0.9587784680923976
1,1,7,13286.884,121.06683115626674,8,1.0,7.0,14220.1,541.15,both,-933.2160000000003,0.9343734572893299
1,1,8,1167.9178,35.65531048563454,8,1.0,8.0,1648.7,84.7737,both,-480.7822000000001,0.708387092861042
1,1,9,0.0,0.0,8,1.0,9.0,0.0,0.0,both,0.0,
1,1,10,0.0,0.0,8,1.0,10.0,0.0,0.0,both,0.0,
1,2,0,91728.17,472.0451137341642,8,2.0,0.0,87510.8,5498.67,both,4217.369999999995,1.048192565946146
1,2,1,94315.1502,414.5959263965458,8,2.0,1.0,91362.1,4777.01,both,2953.050199999998,1.032322486019914
1,2,2,96346.195,377.344523431108,8,2.0,2.0,92038.7,4055.7,both,4307.49500000001,1.046800910921167
1,2,3,91636.99,344.38023212966215,8,2.0,3.0,90024.3,3245.78,both,1612.6900000000023,1.0179139410137041
1,2,4,149875.19999999998,454.9635107537416,8,2.0,4.0,146998.0,4704.01,both,2877.1999999999825,1.0195730554157199
1,2,5,98049.08,339.59862712658304,8,2.0,5.0,98991.2,2969.76,both,-942.1199999999953,0.9904827903894488
1,2,6,60861.06,261.9232593535175,8,2.0,6.0,62810.4,1910.19,both,-1949.3400000000038,0.9689646937449848
1,2,7,50351.39,235.9283194012749,8,2.0,7.0,52283.3,1400.22,both,-1931.9100000000035,0.9630491954409917
1,2,8,21326.84,151.081330444036,8,2.0,8.0,22682.3,793.128,both,-1355.4599999999991,0.9402415098997897
